FileName: FB396121 ,DocName: FBIS3-32790 ,DocLength: 459 ,MostFrequentWordAppearance: 9
FileName: FB396121 ,DocName: FBIS3-32794 ,DocLength: 619 ,MostFrequentWordAppearance: 12
FileName: FB396121 ,DocName: FBIS3-32793 ,DocLength: 143 ,MostFrequentWordAppearance: 7
FileName: FB396121 ,DocName: FBIS3-32792 ,DocLength: 92 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32791 ,DocLength: 77 ,MostFrequentWordAppearance: 4
FileName: FB396121 ,DocName: FBIS3-32798 ,DocLength: 230 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32797 ,DocLength: 175 ,MostFrequentWordAppearance: 7
FileName: FB396121 ,DocName: FBIS3-32796 ,DocLength: 137 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32795 ,DocLength: 242 ,MostFrequentWordAppearance: 6
FileName: FB396121 ,DocName: FBIS3-32799 ,DocLength: 607 ,MostFrequentWordAppearance: 15
FileName: FB396061 ,DocName: FBIS3-18699 ,DocLength: 88 ,MostFrequentWordAppearance: 3
FileName: FB396061 ,DocName: FBIS3-18691 ,DocLength: 214 ,MostFrequentWordAppearance: 9
FileName: FB396061 ,DocName: FBIS3-18692 ,DocLength: 151 ,MostFrequentWordAppearance: 4
FileName: FB396061 ,DocName: FBIS3-18693 ,DocLength: 211 ,MostFrequentWordAppearance: 13
FileName: FB396061 ,DocName: FBIS3-18694 ,DocLength: 213 ,MostFrequentWordAppearance: 11
FileName: FB396061 ,DocName: FBIS3-18695 ,DocLength: 96 ,MostFrequentWordAppearance: 5
FileName: FB396061 ,DocName: FBIS3-18696 ,DocLength: 186 ,MostFrequentWordAppearance: 12
FileName: FB396061 ,DocName: FBIS3-18697 ,DocLength: 332 ,MostFrequentWordAppearance: 10
FileName: FB396061 ,DocName: FBIS3-18698 ,DocLength: 180 ,MostFrequentWordAppearance: 7
FileName: FB396121 ,DocName: FBIS3-32783 ,DocLength: 163 ,MostFrequentWordAppearance: 6
FileName: FB396121 ,DocName: FBIS3-32782 ,DocLength: 181 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32781 ,DocLength: 308 ,MostFrequentWordAppearance: 11
FileName: FB396061 ,DocName: FBIS3-18690 ,DocLength: 567 ,MostFrequentWordAppearance: 10
FileName: FB396121 ,DocName: FBIS3-32780 ,DocLength: 104 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32787 ,DocLength: 138 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32786 ,DocLength: 264 ,MostFrequentWordAppearance: 13
FileName: FB396121 ,DocName: FBIS3-32785 ,DocLength: 236 ,MostFrequentWordAppearance: 11
FileName: FB396121 ,DocName: FBIS3-32784 ,DocLength: 130 ,MostFrequentWordAppearance: 5
FileName: FB396121 ,DocName: FBIS3-32789 ,DocLength: 145 ,MostFrequentWordAppearance: 4
FileName: FB396121 ,DocName: FBIS3-32788 ,DocLength: 125 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11588 ,DocLength: 73 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11587 ,DocLength: 60 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11589 ,DocLength: 225 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11584 ,DocLength: 245 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11583 ,DocLength: 384 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11586 ,DocLength: 184 ,MostFrequentWordAppearance: 10
FileName: FB396040 ,DocName: FBIS3-11585 ,DocLength: 240 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11580 ,DocLength: 282 ,MostFrequentWordAppearance: 8
FileName: FB396096 ,DocName: FBIS3-25071 ,DocLength: 64 ,MostFrequentWordAppearance: 3
FileName: FB396096 ,DocName: FBIS3-25072 ,DocLength: 209 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11582 ,DocLength: 317 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11581 ,DocLength: 167 ,MostFrequentWordAppearance: 7
FileName: FB396096 ,DocName: FBIS3-25070 ,DocLength: 93 ,MostFrequentWordAppearance: 5
FileName: FB396096 ,DocName: FBIS3-25079 ,DocLength: 73 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25077 ,DocLength: 764 ,MostFrequentWordAppearance: 34
FileName: FB396096 ,DocName: FBIS3-25078 ,DocLength: 213 ,MostFrequentWordAppearance: 10
FileName: FB396096 ,DocName: FBIS3-25075 ,DocLength: 230 ,MostFrequentWordAppearance: 10
FileName: FB396096 ,DocName: FBIS3-25076 ,DocLength: 581 ,MostFrequentWordAppearance: 18
FileName: FB396096 ,DocName: FBIS3-25073 ,DocLength: 291 ,MostFrequentWordAppearance: 9
FileName: FB396096 ,DocName: FBIS3-25074 ,DocLength: 76 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11577 ,DocLength: 252 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11576 ,DocLength: 87 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11579 ,DocLength: 111 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11578 ,DocLength: 356 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11573 ,DocLength: 195 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11572 ,DocLength: 142 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11575 ,DocLength: 507 ,MostFrequentWordAppearance: 13
FileName: FB396040 ,DocName: FBIS3-11574 ,DocLength: 548 ,MostFrequentWordAppearance: 19
FileName: FB396096 ,DocName: FBIS3-25082 ,DocLength: 122 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25083 ,DocLength: 148 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11571 ,DocLength: 112 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25080 ,DocLength: 96 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11570 ,DocLength: 158 ,MostFrequentWordAppearance: 6
FileName: FB396096 ,DocName: FBIS3-25081 ,DocLength: 423 ,MostFrequentWordAppearance: 13
FileName: FB396096 ,DocName: FBIS3-25088 ,DocLength: 558 ,MostFrequentWordAppearance: 13
FileName: FB396096 ,DocName: FBIS3-25089 ,DocLength: 123 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25086 ,DocLength: 186 ,MostFrequentWordAppearance: 5
FileName: FB396096 ,DocName: FBIS3-25087 ,DocLength: 60 ,MostFrequentWordAppearance: 3
FileName: FB396096 ,DocName: FBIS3-25084 ,DocLength: 101 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25085 ,DocLength: 193 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11569 ,DocLength: 48 ,MostFrequentWordAppearance: 2
FileName: FB396096 ,DocName: FBIS3-25093 ,DocLength: 110 ,MostFrequentWordAppearance: 3
FileName: FB396096 ,DocName: FBIS3-25094 ,DocLength: 113 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25091 ,DocLength: 65 ,MostFrequentWordAppearance: 3
FileName: FB396096 ,DocName: FBIS3-25092 ,DocLength: 123 ,MostFrequentWordAppearance: 7
FileName: FB396096 ,DocName: FBIS3-25090 ,DocLength: 213 ,MostFrequentWordAppearance: 5
FileName: FB396096 ,DocName: FBIS3-25099 ,DocLength: 74 ,MostFrequentWordAppearance: 3
FileName: FB396096 ,DocName: FBIS3-25097 ,DocLength: 93 ,MostFrequentWordAppearance: 4
FileName: FB396096 ,DocName: FBIS3-25098 ,DocLength: 326 ,MostFrequentWordAppearance: 10
FileName: FB396096 ,DocName: FBIS3-25095 ,DocLength: 200 ,MostFrequentWordAppearance: 6
FileName: FB396096 ,DocName: FBIS3-25096 ,DocLength: 112 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11599 ,DocLength: 44 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11598 ,DocLength: 132 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11595 ,DocLength: 172 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11594 ,DocLength: 86 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11597 ,DocLength: 87 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11596 ,DocLength: 325 ,MostFrequentWordAppearance: 13
FileName: FB396040 ,DocName: FBIS3-11591 ,DocLength: 298 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11590 ,DocLength: 285 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11593 ,DocLength: 371 ,MostFrequentWordAppearance: 11
FileName: FB396040 ,DocName: FBIS3-11592 ,DocLength: 661 ,MostFrequentWordAppearance: 21
FileName: FB396040 ,DocName: FBIS3-11544 ,DocLength: 169 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11543 ,DocLength: 181 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11546 ,DocLength: 155 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11545 ,DocLength: 484 ,MostFrequentWordAppearance: 12
FileName: FB396040 ,DocName: FBIS3-11540 ,DocLength: 156 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11542 ,DocLength: 198 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11541 ,DocLength: 514 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11537 ,DocLength: 163 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11536 ,DocLength: 143 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11539 ,DocLength: 192 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11538 ,DocLength: 248 ,MostFrequentWordAppearance: 11
FileName: FB396040 ,DocName: FBIS3-11533 ,DocLength: 182 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11532 ,DocLength: 141 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11535 ,DocLength: 154 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11534 ,DocLength: 85 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11531 ,DocLength: 165 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11530 ,DocLength: 89 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11529 ,DocLength: 156 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11526 ,DocLength: 245 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11525 ,DocLength: 605 ,MostFrequentWordAppearance: 18
FileName: FB396040 ,DocName: FBIS3-11528 ,DocLength: 174 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11527 ,DocLength: 324 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11566 ,DocLength: 226 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11565 ,DocLength: 509 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11568 ,DocLength: 116 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11567 ,DocLength: 39 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11562 ,DocLength: 199 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11561 ,DocLength: 703 ,MostFrequentWordAppearance: 33
FileName: FB396040 ,DocName: FBIS3-11564 ,DocLength: 605 ,MostFrequentWordAppearance: 15
FileName: FB396040 ,DocName: FBIS3-11563 ,DocLength: 215 ,MostFrequentWordAppearance: 10
FileName: FB396040 ,DocName: FBIS3-11560 ,DocLength: 51 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11559 ,DocLength: 176 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11558 ,DocLength: 100 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11555 ,DocLength: 205 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11554 ,DocLength: 153 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11557 ,DocLength: 432 ,MostFrequentWordAppearance: 11
FileName: FB396040 ,DocName: FBIS3-11556 ,DocLength: 101 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11551 ,DocLength: 169 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11550 ,DocLength: 132 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11553 ,DocLength: 144 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11552 ,DocLength: 128 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11548 ,DocLength: 211 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11547 ,DocLength: 135 ,MostFrequentWordAppearance: 3
FileName: FB396040 ,DocName: FBIS3-11549 ,DocLength: 173 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11500 ,DocLength: 84 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11502 ,DocLength: 700 ,MostFrequentWordAppearance: 22
FileName: FB396040 ,DocName: FBIS3-11501 ,DocLength: 628 ,MostFrequentWordAppearance: 18
FileName: FB396040 ,DocName: FBIS3-11522 ,DocLength: 285 ,MostFrequentWordAppearance: 11
FileName: FB396040 ,DocName: FBIS3-11521 ,DocLength: 751 ,MostFrequentWordAppearance: 13
FileName: FB396040 ,DocName: FBIS3-11524 ,DocLength: 184 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11523 ,DocLength: 308 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11520 ,DocLength: 185 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11519 ,DocLength: 386 ,MostFrequentWordAppearance: 14
FileName: FB396040 ,DocName: FBIS3-11518 ,DocLength: 146 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11515 ,DocLength: 173 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11514 ,DocLength: 158 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11517 ,DocLength: 194 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11516 ,DocLength: 432 ,MostFrequentWordAppearance: 16
FileName: FB396040 ,DocName: FBIS3-11511 ,DocLength: 198 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11510 ,DocLength: 194 ,MostFrequentWordAppearance: 9
FileName: FB396040 ,DocName: FBIS3-11513 ,DocLength: 238 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11512 ,DocLength: 168 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11508 ,DocLength: 152 ,MostFrequentWordAppearance: 5
FileName: FB396040 ,DocName: FBIS3-11507 ,DocLength: 128 ,MostFrequentWordAppearance: 7
FileName: FB396040 ,DocName: FBIS3-11509 ,DocLength: 198 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11504 ,DocLength: 315 ,MostFrequentWordAppearance: 8
FileName: FB396040 ,DocName: FBIS3-11503 ,DocLength: 88 ,MostFrequentWordAppearance: 4
FileName: FB396040 ,DocName: FBIS3-11506 ,DocLength: 164 ,MostFrequentWordAppearance: 6
FileName: FB396040 ,DocName: FBIS3-11505 ,DocLength: 277 ,MostFrequentWordAppearance: 8
FileName: FB396157 ,DocName: FBIS3-42254 ,DocLength: 287 ,MostFrequentWordAppearance: 13
